_pointList_
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
Room
_area_
100
8.52244
1.2
18.74
14.4175
10.3574
4.5674
5.98521
54.43
2.3735
10.0654
10.8279
11.1325
16.0212
5.10343
10.3799
5.4501
5.52
1.705
11.4611
1.43
7.22138
11.4611
12.09
11.2775
4.095
6.66086
12.029
14.96
14.245
11.4643
9.75
9.12865
0.962349
1.2
0.717465
8.71744
1.43
43.24
36.3485
6.13136
0.817515
1.6
3.03244
0.717465
80.4539
1.67751
12.364
14.036
26.7777
63.57
17.9573
28.3625
6.89
6.89
28.3625
45.3051
50.4471
5.98418
5.98521
12.09
11.2734
4.095
12.019
14.96
5.98418
5.10343
10.0534
14.555
4.85308
5.98461
17.7475
9.98228
14.22
6.66822
43.24
10.3574
18.465
10.8338
36.3485
27.619
15.3646
12.3836
11.2091
19.4112
19.0301
11.5751
16.0191
11.1504
15.3
66.4728
5.1974
27.6503
5.14636
15.3
0.97587
4.56832
1.2
1.2
45.7243
36.3485
9.2225
46.8043
8.91219
0.792773
0.972911
1.2
6.65644
6.3
6.3
6.125
6.125
6.3
1.5725
4.7275
5.77302
43.24
6.3
6.125
6.125
6.3
6.3
6.06811
6.3
44.5102
6.66565
6.31202
8.91244
0.822465
0.612465
44.9751
12.09
11.2799
4.095
6.65665
12.0337
14.961
15.401
12.3987
67.0651
16.8529
9.75
9.00969
0.921607
5.52
6.54012
10.3799
29.535
1.705
10.3799
6.54012
5.52
5.52
6.54012
10.3799
29.535
1.705
1.705
29.5345
44.62
36.3485
0.817515
78.1957
1.67751
12.54
13.86
26.7847
156.718
156.718
43.4176
29.535
_connection_
1, 2
1, 7
1, 7
1, 169
1, 0
2, 1
3, 7
4, 7
5, 7
6, 7
7, 1
7, 1
7, 6
7, 4
7, 3
7, 5
8, 9
8, 14
8, 0
9, 8
9, 0
10, 14
11, 14
12, 14
13, 14
14, 12
14, 11
14, 13
14, 10
14, 8
15, 170
16, 170
17, 170
18, 168
18, 170
19, 55
20, 55
20, 167
21, 52
22, 52
23, 50
24, 27
24, 28
24, 29
24, 30
24, 38
24, 50
25, 50
27, 24
28, 24
29, 24
30, 24
31, 32
31, 45
31, 47
31, 48
31, 49
31, 51
32, 31
34, 36
36, 34
36, 56
36, 167
37, 52
37, 167
38, 24
38, 75
38, 75
38, 159
38, 159
38, 167
39, 79
39, 79
39, 160
39, 160
39, 167
40, 55
42, 43
43, 42
43, 57
43, 167
45, 31
45, 46
46, 45
46, 167
47, 31
48, 31
49, 31
50, 25
50, 23
50, 24
51, 31
52, 22
52, 37
52, 21
52, 53
53, 52
54, 55
55, 19
55, 20
55, 54
55, 40
56, 36
57, 43
58, 83
58, 84
58, 93
58, 94
58, 103
58, 103
59, 76
59, 77
59, 89
59, 91
59, 127
59, 127
60, 90
61, 63
61, 64
61, 75
61, 81
61, 82
61, 90
62, 90
63, 61
64, 61
65, 73
65, 85
65, 86
65, 96
65, 101
65, 101
66, 67
66, 78
66, 87
66, 88
66, 92
67, 66
68, 70
69, 70
70, 69
70, 68
70, 71
70, 72
71, 70
72, 70
73, 65
75, 61
75, 38
75, 38
75, 116
75, 116
76, 59
77, 59
78, 66
79, 39
79, 39
79, 100
79, 100
80, 92
81, 61
82, 61
83, 58
84, 58
85, 65
86, 65
87, 66
88, 66
89, 59
90, 62
90, 60
90, 61
91, 59
92, 66
92, 80
93, 58
94, 58
96, 65
97, 103
98, 101
99, 101
99, 0
100, 79
100, 79
100, 0
100, 0
101, 99
101, 65
101, 65
101, 98
101, 0
102, 103
102, 0
103, 97
103, 102
103, 58
103, 58
103, 0
106, 127
108, 124
109, 124
110, 124
111, 124
112, 124
114, 124
115, 124
116, 75
116, 75
116, 0
116, 0
117, 124
118, 124
119, 124
120, 124
121, 124
122, 124
123, 124
124, 112
124, 114
124, 115
124, 120
124, 121
124, 122
124, 109
124, 110
124, 108
124, 117
124, 111
124, 123
124, 118
124, 119
124, 125
124, 126
124, 0
125, 124
126, 124
127, 106
127, 59
127, 59
127, 130
127, 0
130, 127
130, 0
131, 139
132, 135
132, 136
132, 137
132, 138
132, 139
132, 159
133, 139
135, 132
136, 132
137, 132
138, 132
139, 131
139, 133
139, 132
140, 141
141, 140
141, 142
141, 162
141, 164
141, 165
141, 166
142, 141
144, 147
145, 147
146, 147
147, 146
147, 144
147, 145
147, 148
148, 147
148, 168
149, 155
150, 155
151, 155
152, 158
153, 158
154, 158
155, 149
155, 150
155, 151
155, 156
156, 155
156, 168
157, 168
158, 154
158, 153
158, 152
159, 132
159, 38
159, 38
159, 168
160, 39
160, 39
160, 168
162, 141
162, 163
163, 162
163, 168
164, 141
165, 141
166, 141
167, 39
167, 36
167, 43
167, 20
167, 37
167, 46
167, 38
168, 160
168, 156
168, 157
168, 18
168, 148
168, 163
168, 159
169, 1
169, 0
170, 15
170, 18
170, 17
170, 16
_sections_
-2
0
0
0
0
0
0
0
1
1
1
1
1
1
1
2
2
2
2
3
3
4
4
5
5
5
-1
5
5
5
5
7
7
-1
8
-1
8
4
5
22
3
-1
9
9
-1
7
7
7
7
7
5
7
4
4
3
3
8
9
16
15
10
5
10
5
5
14
12
12
13
13
13
13
13
14
-1
5
15
15
12
22
12
5
5
16
16
14
14
12
12
15
10
15
12
16
16
-1
14
16
14
14
22
14
16
16
-1
-1
15
-1
17
17
17
17
17
-1
17
17
5
17
17
17
17
17
17
17
17
17
17
15
-1
-1
15
18
18
18
-1
18
18
18
18
18
20
20
20
-1
21
21
21
21
21
22
22
22
23
23
23
22
22
22
23
5
22
-1
20
20
20
20
20
-1
22
0
2
